ID	KEGG_ko
Tatro_006452-T1	-
Tatro_006453-T1	ko:K06867
Tatro_006454-T1	ko:K10878
Tatro_006455-T1	ko:K01852
Tatro_006456-T1	ko:K01062
Tatro_006457-T1	-
Tatro_006458-T1	-
Tatro_006459-T1	-
Tatro_006460-T1	ko:K01426
Tatro_006461-T1	-
Tatro_006463-T1	-
Tatro_006464-T1	ko:K08139
Tatro_006465-T1	-
Tatro_006466-T1	-
Tatro_006467-T1	-
Tatro_006468-T1	-
Tatro_006469-T1	ko:K03353
Tatro_006469-T2	ko:K03353
Tatro_006470-T1	ko:K01693
Tatro_006471-T1	ko:K00620
Tatro_006472-T1	ko:K03680
Tatro_006473-T1	-
Tatro_006474-T1	ko:K01495
Tatro_006475-T1	-
Tatro_006476-T1	-
Tatro_006477-T1	ko:K15128
Tatro_006478-T1	ko:K14780
Tatro_006479-T1	ko:K11877
Tatro_006481-T1	-
Tatro_006482-T1	-
Tatro_006483-T1	ko:K01907
Tatro_006485-T1	-
Tatro_006486-T1	ko:K08874
Tatro_006487-T1	-
Tatro_006488-T1	-
Tatro_006489-T1	-
Tatro_006490-T1	-
Tatro_006492-T1	-
Tatro_006493-T1	-
Tatro_006494-T1	-
Tatro_006495-T1	ko:K00826
Tatro_006496-T1	-
Tatro_006497-T1	-
Tatro_006498-T1	-
Tatro_006499-T1	ko:K22118
Tatro_006500-T1	ko:K06125
Tatro_006501-T1	-
Tatro_006502-T1	-
Tatro_006503-T1	-
Tatro_006504-T1	-
Tatro_006505-T1	-
Tatro_006506-T1	-
Tatro_006508-T1	-
Tatro_006509-T1	-
Tatro_006510-T1	ko:K00459
Tatro_006511-T1	ko:K13179
Tatro_006512-T1	-
Tatro_006513-T1	-
Tatro_006514-T1	-
Tatro_006515-T1	-
Tatro_006516-T1	-
Tatro_006517-T1	ko:K21451
Tatro_006518-T1	ko:K03106
Tatro_006519-T1	ko:K11593
Tatro_006520-T1	ko:K18693
Tatro_006521-T1	ko:K01433
Tatro_006522-T1	-
Tatro_006523-T1	ko:K06682
Tatro_006524-T1	-
Tatro_006525-T1	-
Tatro_006526-T1	-
Tatro_006527-T1	-
Tatro_006528-T1	-
Tatro_006529-T1	-
Tatro_006530-T1	-
Tatro_006531-T1	ko:K00943
Tatro_006533-T1	-
Tatro_006535-T1	ko:K02437
Tatro_006536-T1	ko:K01749
Tatro_006537-T1	-
Tatro_006538-T1	ko:K00323
Tatro_006539-T1	ko:K11352,ko:K18160
Tatro_006540-T1	ko:K00995
Tatro_006541-T1	-
Tatro_006541-T2	-
Tatro_006542-T1	-
Tatro_006543-T1	-
Tatro_006544-T1	-
Tatro_006545-T1	-
Tatro_006546-T1	-
Tatro_006547-T1	-
Tatro_006548-T1	-
Tatro_006549-T1	-
Tatro_006550-T1	-
Tatro_006552-T1	-
Tatro_006553-T1	-
Tatro_006554-T1	ko:K11086,ko:K22138
Tatro_006555-T1	ko:K02926
Tatro_006556-T1	ko:K17439
Tatro_006557-T1	ko:K04450,ko:K09047
Tatro_006560-T1	ko:K10740
Tatro_006561-T1	-
Tatro_006562-T1	-
Tatro_006563-T1	ko:K07200
Tatro_006564-T1	ko:K08332
Tatro_006565-T1	ko:K09647
Tatro_006566-T1	ko:K02520
Tatro_006567-T1	-
Tatro_006568-T1	ko:K08753
Tatro_006569-T1	-
Tatro_006570-T1	-
Tatro_006572-T1	-
Tatro_006573-T1	ko:K18660
Tatro_006575-T1	-
Tatro_006576-T1	-
Tatro_006577-T1	-
Tatro_006578-T1	-
Tatro_006579-T1	-
Tatro_006580-T1	-
Tatro_006581-T1	-
Tatro_006582-T1	-
Tatro_006583-T1	-
Tatro_006584-T1	ko:K00545
Tatro_006586-T1	-
Tatro_006587-T1	-
Tatro_006588-T1	-
Tatro_006590-T1	-
Tatro_006591-T1	-
Tatro_006592-T1	-
Tatro_006593-T1	-
Tatro_006594-T1	ko:K00326
Tatro_006595-T1	-
Tatro_006597-T1	-
Tatro_006599-T1	-
Tatro_006600-T1	-
Tatro_006601-T1	ko:K08139
Tatro_006602-T1	ko:K01751
Tatro_006603-T1	-
Tatro_006604-T1	-
Tatro_006605-T1	-
Tatro_006606-T1	-
Tatro_006607-T1	ko:K15855
Tatro_006608-T1	-
Tatro_006609-T1	ko:K10253
Tatro_006610-T1	-
Tatro_006611-T1	-
Tatro_006612-T1	-
Tatro_006613-T1	-
Tatro_006614-T1	ko:K01184,ko:K01213
Tatro_006615-T1	-
Tatro_006618-T1	ko:K11883
Tatro_006619-T1	ko:K11130
Tatro_006620-T1	ko:K01611
Tatro_006621-T1	-
Tatro_006622-T1	ko:K13726
Tatro_006623-T1	-
Tatro_006624-T1	-
Tatro_006625-T1	-
Tatro_006627-T1	ko:K22248
Tatro_006628-T1	-
Tatro_006629-T1	ko:K22390
Tatro_006630-T1	ko:K00799
Tatro_006631-T1	ko:K09241
Tatro_006632-T1	-
Tatro_006633-T1	-
Tatro_006634-T1	ko:K00354
Tatro_006635-T1	-
Tatro_006636-T1	-
Tatro_006637-T1	ko:K18549
Tatro_006638-T1	ko:K07078
Tatro_006639-T1	-
Tatro_006640-T1	-
Tatro_006641-T1	-
Tatro_006642-T1	ko:K01613
Tatro_006643-T1	-
Tatro_006644-T1	ko:K17644
Tatro_006645-T1	-
Tatro_006646-T1	-
Tatro_006647-T1	-
Tatro_006648-T1	-
Tatro_006649-T1	ko:K00020
Tatro_006650-T1	ko:K00020
Tatro_006651-T1	-
Tatro_006652-T1	ko:K09885
Tatro_006653-T1	-
Tatro_006654-T1	-
Tatro_006655-T1	-
Tatro_006656-T1	ko:K22213
Tatro_006657-T1	-
Tatro_006658-T1	-
Tatro_006659-T1	-
Tatro_006660-T1	-
Tatro_006661-T1	-
Tatro_006662-T1	-
Tatro_006663-T1	-
Tatro_006664-T1	ko:K03380
Tatro_006665-T1	-
Tatro_006666-T1	-
Tatro_006667-T1	ko:K14709
Tatro_006668-T1	-
Tatro_006670-T1	ko:K01130
Tatro_006671-T1	-
Tatro_006672-T1	-
Tatro_006673-T1	-
Tatro_006674-T1	ko:K03141
Tatro_006675-T1	-
Tatro_006676-T1	-
Tatro_006677-T1	-
Tatro_006678-T1	ko:K07512
Tatro_006679-T1	ko:K00700
Tatro_006680-T1	-
Tatro_006681-T1	-
Tatro_006682-T1	ko:K19828
Tatro_006683-T1	-
Tatro_006684-T1	-
Tatro_006685-T1	-
Tatro_006686-T1	-
Tatro_006687-T1	ko:K12829
Tatro_006688-T1	ko:K15283
Tatro_006689-T1	-
Tatro_006691-T1	ko:K08592
Tatro_006693-T1	-
Tatro_006694-T1	ko:K11407
Tatro_006695-T1	ko:K14820
Tatro_006696-T1	ko:K07904,ko:K07905
Tatro_006697-T1	ko:K11595
Tatro_006698-T1	-
Tatro_006699-T1	ko:K11676
Tatro_006701-T1	-
Tatro_006702-T1	ko:K22152
Tatro_006703-T1	ko:K22149
Tatro_006704-T1	ko:K22151
Tatro_006705-T1	-
Tatro_006706-T1	-
Tatro_006707-T1	-
Tatro_006708-T1	ko:K20183
Tatro_006708-T2	ko:K20183
Tatro_006709-T1	-
Tatro_006711-T1	-
Tatro_006712-T1	ko:K14972
Tatro_006713-T1	-
Tatro_006714-T1	ko:K19029
Tatro_006715-T1	-
Tatro_006716-T1	-
Tatro_006717-T1	-
Tatro_006718-T1	ko:K13210
Tatro_006719-T1	ko:K15361
Tatro_006720-T1	ko:K15111
Tatro_006722-T1	-
Tatro_006723-T1	-
Tatro_006724-T1	-
Tatro_006725-T1	ko:K15161
Tatro_006726-T1	ko:K14684
Tatro_006726-T2	ko:K14684
Tatro_006727-T1	-
Tatro_006728-T1	-
Tatro_006729-T1	-
Tatro_006730-T1	ko:K04075
Tatro_006732-T1	-
Tatro_006733-T1	ko:K18666
Tatro_006734-T1	ko:K18666
Tatro_006735-T1	ko:K11232
Tatro_006737-T1	-
Tatro_006738-T1	-
Tatro_006740-T1	-
Tatro_006741-T1	-
Tatro_006742-T1	ko:K11373
Tatro_006743-T1	-
Tatro_006744-T1	ko:K08150
Tatro_006745-T1	ko:K05609
Tatro_006746-T1	-
Tatro_006747-T1	ko:K08157
Tatro_006748-T1	ko:K01875
Tatro_006750-T1	-
Tatro_006751-T1	-
Tatro_006752-T1	-
Tatro_006753-T1	ko:K00108
Tatro_006754-T1	-
Tatro_006755-T1	ko:K11153
Tatro_006756-T1	-
Tatro_006757-T1	-
Tatro_006758-T1	-
Tatro_006759-T1	-
Tatro_006760-T1	-
Tatro_006761-T1	-
Tatro_006762-T1	-
Tatro_006762-T2	-
Tatro_006763-T1	-
Tatro_006764-T1	-
Tatro_006765-T1	-
Tatro_006766-T1	ko:K13690
Tatro_006767-T1	-
Tatro_006768-T1	-
Tatro_006769-T1	-
Tatro_006770-T1	-
Tatro_006771-T1	ko:K19823
Tatro_006771-T2	ko:K19823
Tatro_006772-T1	ko:K08286
Tatro_006773-T1	-
Tatro_006774-T1	-
Tatro_006775-T1	-
Tatro_006776-T1	-
Tatro_006777-T1	-
Tatro_006778-T1	-
Tatro_006779-T1	-
Tatro_006780-T1	-
Tatro_006782-T1	-
Tatro_006783-T1	-
Tatro_006784-T1	ko:K01710
Tatro_006785-T1	ko:K01613
Tatro_006786-T1	ko:K15285
Tatro_006787-T1	ko:K14846
Tatro_006788-T1	ko:K14834
Tatro_006789-T1	-
Tatro_006790-T1	ko:K14522
Tatro_006790-T2	ko:K14522
Tatro_006791-T1	ko:K11853
Tatro_006792-T1	ko:K07223
Tatro_006793-T1	ko:K03781
Tatro_006795-T1	-
Tatro_006796-T1	-
Tatro_006797-T1	-
Tatro_006798-T1	ko:K20410
Tatro_006800-T1	-
Tatro_006801-T1	-
Tatro_006802-T1	-
Tatro_006804-T1	ko:K14715
Tatro_006805-T1	ko:K03361
Tatro_006806-T1	-
Tatro_006807-T1	-
Tatro_006810-T1	ko:K18624
Tatro_006811-T1	ko:K12581
Tatro_006812-T1	ko:K03959
Tatro_006813-T1	-
Tatro_006815-T1	-
Tatro_006816-T1	ko:K10684
Tatro_006817-T1	-
Tatro_006818-T1	ko:K19307
Tatro_006819-T1	ko:K11423
Tatro_006822-T1	-
Tatro_006823-T1	ko:K13524
Tatro_006824-T1	ko:K03469
Tatro_006825-T1	ko:K05012
Tatro_006826-T1	ko:K14767
Tatro_006827-T1	ko:K20288
Tatro_006828-T1	ko:K13239
Tatro_006829-T1	ko:K03005
Tatro_006830-T1	-
Tatro_006831-T1	ko:K06641,ko:K08286,ko:K08794,ko:K12776
Tatro_006832-T1	-
Tatro_006833-T1	ko:K08269
Tatro_006836-T1	ko:K00819
Tatro_006836-T2	ko:K00819
Tatro_006837-T1	ko:K05286
Tatro_006838-T1	ko:K19845
Tatro_006839-T1	ko:K17777
Tatro_006840-T1	ko:K14311
Tatro_006841-T1	ko:K01656,ko:K13501
Tatro_006842-T1	-
Tatro_006843-T1	-
Tatro_006844-T1	-
Tatro_006845-T1	-
Tatro_006846-T1	-
Tatro_006847-T1	ko:K04630,ko:K19860
Tatro_006848-T1	-
Tatro_006849-T1	-
Tatro_006850-T1	ko:K15456
Tatro_006851-T1	ko:K13525
Tatro_006852-T1	-
Tatro_006854-T1	ko:K05661
Tatro_006855-T1	ko:K04709
Tatro_006856-T1	-
Tatro_006857-T1	ko:K12615
Tatro_006858-T1	-
Tatro_006859-T1	ko:K10609
Tatro_006860-T1	ko:K04728
Tatro_006861-T1	ko:K14310
Tatro_006862-T1	ko:K10666
Tatro_006865-T1	ko:K05658
Tatro_006868-T1	ko:K02332
Tatro_006869-T1	-
Tatro_006870-T1	-
Tatro_006871-T1	-
Tatro_006872-T1	ko:K11397
Tatro_006873-T1	ko:K12041
Tatro_006874-T1	ko:K07952
Tatro_006875-T1	ko:K03678
Tatro_006876-T1	ko:K12863
Tatro_006877-T1	ko:K00854
Tatro_006879-T1	-
Tatro_006880-T1	-
Tatro_006881-T1	-
Tatro_006882-T1	ko:K02365
Tatro_006884-T1	-
Tatro_006886-T1	ko:K00103,ko:K00107
Tatro_006888-T1	-
Tatro_006889-T1	ko:K20456
Tatro_006890-T1	ko:K01068,ko:K11992
Tatro_006892-T1	-
Tatro_006893-T1	-
Tatro_006894-T1	ko:K13094
Tatro_006894-T2	ko:K13094
Tatro_006895-T1	ko:K03635
Tatro_006896-T1	-
Tatro_006897-T1	-
Tatro_006899-T1	ko:K12586
Tatro_006900-T1	-
Tatro_006901-T1	ko:K12780,ko:K13054
Tatro_006903-T1	ko:K14293
Tatro_006905-T1	ko:K01649
Tatro_006906-T1	-
Tatro_006907-T1	ko:K00850
Tatro_006908-T1	ko:K15134
Tatro_006909-T1	-
Tatro_006910-T1	-
Tatro_006911-T1	ko:K08257
Tatro_006913-T1	ko:K08513
Tatro_006914-T1	ko:K14325
Tatro_006915-T1	-
Tatro_006916-T1	-
Tatro_006917-T1	-
Tatro_006918-T1	ko:K03235
Tatro_006919-T1	ko:K16675,ko:K20030
Tatro_006920-T1	-
Tatro_006921-T1	ko:K01079
Tatro_006922-T1	-
Tatro_006923-T1	-
Tatro_006924-T1	ko:K00390
Tatro_006925-T1	ko:K15450
Tatro_006926-T1	ko:K17788
Tatro_006927-T1	-
Tatro_006928-T1	ko:K00589
Tatro_006929-T1	ko:K04450,ko:K09047
Tatro_006930-T1	ko:K01230
Tatro_006931-T1	-
Tatro_006932-T1	ko:K09142
Tatro_006933-T1	ko:K03644
Tatro_006934-T1	-
Tatro_006935-T1	ko:K01469
Tatro_006936-T1	ko:K09248
Tatro_006937-T1	-
Tatro_006938-T1	ko:K15303
Tatro_006939-T1	-
Tatro_006940-T1	-
Tatro_006941-T1	-
Tatro_006942-T1	ko:K01673
Tatro_006943-T1	ko:K16261
Tatro_006944-T1	ko:K07300
Tatro_006945-T1	ko:K11369
Tatro_006946-T1	ko:K22152
Tatro_006947-T1	ko:K22152
Tatro_006948-T1	ko:K22152
Tatro_006949-T1	ko:K22152
Tatro_006950-T1	ko:K22152
Tatro_006951-T1	ko:K22152
Tatro_006954-T1	-
Tatro_006955-T1	-
Tatro_006956-T1	-
Tatro_006957-T1	-
Tatro_006959-T1	-
Tatro_006960-T1	ko:K17759
Tatro_006961-T1	ko:K02959
Tatro_006962-T1	-
Tatro_006963-T1	-
Tatro_006964-T1	ko:K11246
Tatro_006966-T1	ko:K11572
Tatro_006967-T1	-
Tatro_006968-T1	ko:K03952
Tatro_006969-T1	ko:K14308
Tatro_006970-T1	-
Tatro_006971-T1	ko:K00281
Tatro_006972-T1	-
Tatro_006973-T1	-
Tatro_006975-T1	-
Tatro_006976-T1	-
Tatro_006977-T1	ko:K14526
Tatro_006978-T1	-
Tatro_006979-T1	-
Tatro_006980-T1	ko:K00287
Tatro_006981-T1	ko:K03035
Tatro_006982-T1	ko:K14818
Tatro_006983-T1	ko:K14960
Tatro_006984-T1	ko:K07152
Tatro_006985-T1	-
Tatro_006986-T1	ko:K00866,ko:K00894
Tatro_006987-T1	ko:K06867
Tatro_006988-T1	ko:K20872
Tatro_006988-T2	ko:K20872
Tatro_006989-T1	-
Tatro_006993-T1	-
Tatro_006995-T1	-
Tatro_006996-T1	ko:K07759
Tatro_006998-T1	-
Tatro_007000-T1	ko:K22132
Tatro_007001-T1	-
Tatro_007002-T1	-
Tatro_007003-T1	-
Tatro_007004-T1	-
Tatro_007005-T1	ko:K10416
Tatro_007006-T1	ko:K13107
Tatro_007007-T1	-
Tatro_007008-T1	ko:K16945,ko:K16946
Tatro_007009-T1	ko:K06890
Tatro_007010-T1	ko:K04709
Tatro_007011-T1	-
Tatro_007012-T1	ko:K05528,ko:K05534
Tatro_007013-T1	ko:K00276
Tatro_007014-T1	ko:K00767
Tatro_007015-T1	-
Tatro_007016-T1	-
Tatro_007017-T1	-
Tatro_007020-T1	-
Tatro_007021-T1	ko:K01974
Tatro_007022-T1	ko:K08141
Tatro_007023-T1	-
Tatro_007024-T1	ko:K12849,ko:K12851
Tatro_007025-T1	ko:K02433
Tatro_007026-T1	-
Tatro_007027-T1	-
Tatro_007028-T1	-
Tatro_007029-T1	ko:K02978
Tatro_007030-T1	-
Tatro_007031-T1	-
Tatro_007032-T1	ko:K07342
Tatro_007033-T1	ko:K06128,ko:K06130,ko:K06999
Tatro_007034-T1	-
Tatro_007035-T1	-
Tatro_007037-T1	-
Tatro_007039-T1	ko:K18182
Tatro_007040-T1	-
Tatro_007042-T1	-
Tatro_007043-T1	-
Tatro_007044-T1	ko:K11121,ko:K11412
Tatro_007045-T1	ko:K21751
Tatro_007047-T1	ko:K16216
Tatro_007048-T1	-
Tatro_007049-T1	ko:K00547
Tatro_007050-T1	-
Tatro_007051-T1	ko:K07297
Tatro_007054-T1	-
Tatro_007056-T1	-
Tatro_007057-T1	-
Tatro_007059-T1	-
Tatro_007060-T1	-
Tatro_007061-T1	-
Tatro_007062-T1	ko:K04486
Tatro_007063-T1	ko:K11484
Tatro_007064-T1	-
Tatro_007065-T1	ko:K00773
Tatro_007066-T1	-
Tatro_007067-T1	ko:K02962
Tatro_007068-T1	ko:K20827
Tatro_007069-T1	ko:K20521
Tatro_007070-T1	-
Tatro_007071-T1	-
Tatro_007072-T1	ko:K19001
Tatro_007073-T1	ko:K15437
Tatro_007074-T1	ko:K10908
Tatro_007075-T1	-
Tatro_007076-T1	ko:K01514
Tatro_007077-T1	-
Tatro_007078-T1	-
Tatro_007079-T1	ko:K00344
Tatro_007080-T1	ko:K01784,ko:K01785
Tatro_007081-T1	-
Tatro_007082-T1	ko:K14776
Tatro_007083-T1	-
Tatro_007084-T1	-
Tatro_007085-T1	-
Tatro_007086-T1	-
Tatro_007088-T1	-
Tatro_007089-T1	-
Tatro_007090-T1	-
Tatro_007091-T1	-
Tatro_007092-T1	-
Tatro_007093-T1	-
Tatro_007094-T1	-
Tatro_007095-T1	-
Tatro_007096-T1	-
Tatro_007097-T1	ko:K07511
Tatro_007098-T1	-
Tatro_007099-T1	-
Tatro_007100-T1	-
Tatro_007101-T1	ko:K14312
Tatro_007102-T1	-
Tatro_007103-T1	ko:K10251
Tatro_007104-T1	-
Tatro_007105-T1	ko:K00965
Tatro_007106-T1	ko:K11314
Tatro_007107-T1	ko:K18064,ko:K18065
Tatro_007108-T1	ko:K07023
Tatro_007109-T1	-
Tatro_007111-T1	-
Tatro_007112-T1	ko:K08176
Tatro_007113-T1	ko:K00641
Tatro_007113-T2	ko:K00641
Tatro_007114-T1	ko:K12879
Tatro_007115-T1	-
Tatro_007118-T1	ko:K11244
Tatro_007120-T1	ko:K01771
Tatro_007121-T1	-
Tatro_007123-T1	ko:K21989
Tatro_007125-T1	ko:K03441
Tatro_007126-T1	-
Tatro_007127-T1	-
Tatro_007128-T1	-
Tatro_007129-T1	-
Tatro_007132-T1	-
Tatro_007133-T1	-
Tatro_007134-T1	-
Tatro_007135-T1	ko:K08869
Tatro_007136-T1	-
Tatro_007137-T1	-
Tatro_007138-T1	ko:K05824
Tatro_007139-T1	ko:K15173
Tatro_007140-T1	-
Tatro_007141-T1	-
Tatro_007142-T1	ko:K04070
Tatro_007143-T1	-
Tatro_007144-T1	ko:K20069
Tatro_007145-T1	ko:K03239
Tatro_007146-T1	-
Tatro_007147-T1	-
Tatro_007149-T1	ko:K20246
Tatro_007150-T1	-
Tatro_007151-T1	-
Tatro_007152-T1	-
Tatro_007154-T1	ko:K15923
Tatro_007155-T1	ko:K19366
Tatro_007156-T1	ko:K14849,ko:K16571
Tatro_007157-T1	-
Tatro_007158-T1	ko:K01951,ko:K22314
Tatro_007159-T1	-
Tatro_007160-T1	-
Tatro_007161-T1	-
Tatro_007162-T1	-
Tatro_007163-T1	-
Tatro_007164-T1	-
Tatro_007165-T1	ko:K12818
Tatro_007168-T1	ko:K00915,ko:K14399
Tatro_007169-T1	ko:K14399
Tatro_007170-T1	ko:K01536
Tatro_007171-T1	-
Tatro_007172-T1	-
Tatro_007174-T1	-
Tatro_007175-T1	-
Tatro_007177-T1	-
Tatro_007178-T1	ko:K20246
Tatro_007179-T1	ko:K03781
Tatro_007180-T1	-
Tatro_007181-T1	-
Tatro_007181-T2	-
Tatro_007182-T1	ko:K10437,ko:K21295
Tatro_007183-T1	-
Tatro_007185-T1	-
Tatro_007187-T1	ko:K22152
Tatro_007188-T1	ko:K22152
Tatro_007191-T1	ko:K20724
Tatro_007192-T1	ko:K01104,ko:K01110
Tatro_007193-T1	-
Tatro_007194-T1	-
Tatro_007195-T1	ko:K17619
Tatro_007196-T1	-
Tatro_007197-T1	-
Tatro_007198-T1	-
Tatro_007199-T1	-
Tatro_007200-T1	-
Tatro_007201-T1	-
Tatro_007202-T1	-
Tatro_007203-T1	-
Tatro_007204-T1	-
Tatro_007205-T1	-
Tatro_007206-T1	-
Tatro_007207-T1	ko:K06641
Tatro_007209-T1	-
Tatro_007210-T1	ko:K10536
Tatro_007211-T1	-
Tatro_007213-T1	ko:K21440
Tatro_007216-T1	-
Tatro_007217-T1	-
Tatro_007219-T1	-
Tatro_007221-T1	-
Tatro_007225-T1	-
Tatro_007226-T1	-
Tatro_007227-T1	ko:K05349,ko:K15564
Tatro_007228-T1	ko:K01074
Tatro_007229-T1	ko:K14775,ko:K14783
Tatro_007230-T1	-
Tatro_007231-T1	-
Tatro_007232-T1	-
Tatro_007232-T2	-
Tatro_007233-T1	-
Tatro_007234-T1	ko:K00507,ko:K22377
Tatro_007235-T1	ko:K06667,ko:K07760
Tatro_007236-T1	ko:K20042
Tatro_007237-T1	-
Tatro_007239-T1	-
Tatro_007240-T1	ko:K06679,ko:K18203
Tatro_007241-T1	ko:K17807
Tatro_007242-T1	ko:K20039
Tatro_007243-T1	-
Tatro_007244-T1	ko:K03186
Tatro_007246-T1	-
Tatro_007247-T1	-
Tatro_007248-T1	-
Tatro_007249-T1	ko:K11592
Tatro_007250-T1	-
Tatro_007251-T1	-
Tatro_007252-T1	ko:K05989
Tatro_007253-T1	-
Tatro_007254-T1	-
Tatro_007256-T1	ko:K17675
Tatro_007257-T1	ko:K08515
Tatro_007259-T1	-
Tatro_007260-T1	-
Tatro_007261-T1	-
Tatro_007262-T1	-
Tatro_007263-T1	ko:K17415
Tatro_007264-T1	-
Tatro_007265-T1	-
Tatro_007266-T1	ko:K00009
Tatro_007267-T1	ko:K01810
Tatro_007268-T1	ko:K13303
Tatro_007269-T1	ko:K17302
Tatro_007270-T1	-
Tatro_007271-T1	-
Tatro_007272-T1	-
Tatro_007273-T1	-
Tatro_007275-T1	-
Tatro_007276-T1	-
Tatro_007277-T1	-
Tatro_007278-T1	ko:K19357
Tatro_007279-T1	-
Tatro_007280-T1	-
Tatro_007281-T1	-
Tatro_007282-T1	ko:K01301
Tatro_007283-T1	-
Tatro_007284-T1	-
Tatro_007285-T1	-
Tatro_007286-T1	-
Tatro_007287-T1	-
Tatro_007288-T1	-
Tatro_007289-T1	ko:K01937
Tatro_007290-T1	-
Tatro_007291-T1	ko:K08197
Tatro_007292-T1	ko:K17066
Tatro_007293-T1	ko:K01233
Tatro_007296-T1	-
Tatro_007297-T1	-
Tatro_007298-T1	ko:K03119,ko:K19245
Tatro_007299-T1	-
Tatro_007300-T1	ko:K00598
Tatro_007301-T1	ko:K01207
Tatro_007302-T1	-
Tatro_007303-T1	ko:K12373
Tatro_007304-T1	-
Tatro_007305-T1	-
Tatro_007306-T1	-
Tatro_007307-T1	-
Tatro_007308-T1	-
Tatro_007309-T1	-
Tatro_007310-T1	-
Tatro_007311-T1	ko:K00826
Tatro_007312-T1	-
Tatro_007313-T1	-
Tatro_007314-T1	-
Tatro_007315-T1	-
Tatro_007316-T1	-
Tatro_007317-T1	ko:K08157
Tatro_007318-T1	ko:K08157
Tatro_007319-T1	ko:K00344
Tatro_007320-T1	-
Tatro_007321-T1	ko:K16261
Tatro_007322-T1	-
Tatro_007323-T1	ko:K01279
Tatro_007324-T1	ko:K03448
Tatro_007325-T1	ko:K19245
Tatro_007326-T1	ko:K00002
Tatro_007328-T1	ko:K00799
Tatro_007331-T1	-
Tatro_007332-T1	ko:K00567
Tatro_007333-T1	-
Tatro_007334-T1	-
Tatro_007335-T1	ko:K00002
Tatro_007336-T1	-
Tatro_007337-T1	-
Tatro_007338-T1	-
Tatro_007339-T1	-
Tatro_007340-T1	-
Tatro_007341-T1	-
Tatro_007342-T1	-
Tatro_007343-T1	-
Tatro_007344-T1	-
Tatro_007345-T1	-
Tatro_007346-T1	-
Tatro_007347-T1	-
Tatro_007348-T1	ko:K01225
Tatro_007349-T1	-
Tatro_007351-T1	ko:K03379
Tatro_007352-T1	-
Tatro_007353-T1	-
Tatro_007354-T1	ko:K01293
Tatro_007355-T1	-
Tatro_007356-T1	-
Tatro_007357-T1	-
Tatro_007358-T1	ko:K00480
Tatro_007359-T1	-
Tatro_007360-T1	-
Tatro_007360-T2	-
Tatro_007361-T1	-
Tatro_007362-T1	ko:K17740
Tatro_007363-T1	-
Tatro_007364-T1	-
Tatro_007365-T1	-
Tatro_007366-T1	ko:K00237,ko:K07119
Tatro_007367-T1	-
Tatro_007368-T1	-
Tatro_007369-T1	-
Tatro_007370-T1	-
Tatro_007372-T1	-
Tatro_007373-T1	-
Tatro_007374-T1	-
Tatro_007375-T1	-
Tatro_007376-T1	-
Tatro_007377-T1	-
Tatro_007378-T1	ko:K16536
Tatro_007379-T1	ko:K00939
Tatro_007380-T1	-
Tatro_007381-T1	ko:K02973
Tatro_007382-T1	ko:K06125
Tatro_007383-T1	-
Tatro_007384-T1	-
Tatro_007385-T1	ko:K04354
Tatro_007386-T1	ko:K09548
Tatro_007387-T1	ko:K12619
Tatro_007388-T1	ko:K11436,ko:K20361
Tatro_007389-T1	ko:K11436
Tatro_007390-T1	-
Tatro_007391-T1	ko:K04711,ko:K05848
Tatro_007392-T1	ko:K16489
Tatro_007393-T1	ko:K00960
Tatro_007394-T1	-
Tatro_007395-T1	ko:K20046
Tatro_007396-T1	ko:K20295
Tatro_007397-T1	ko:K15118
Tatro_007398-T1	ko:K18626
Tatro_007399-T1	-
Tatro_007400-T1	ko:K01599
Tatro_007401-T1	-
Tatro_007402-T1	-
Tatro_007403-T1	ko:K19950
Tatro_007404-T1	ko:K12818,ko:K14781,ko:K17820
Tatro_007405-T1	-
Tatro_007406-T1	ko:K18803
Tatro_007408-T1	ko:K11404,ko:K11483
Tatro_007409-T1	ko:K01238
Tatro_007410-T1	-
Tatro_007411-T1	ko:K14457,ko:K14458
Tatro_007412-T1	ko:K10771
Tatro_007413-T1	ko:K12659
Tatro_007414-T1	ko:K02178,ko:K06680
Tatro_007415-T1	ko:K01689
Tatro_007416-T1	ko:K15325
Tatro_007417-T1	ko:K11884
Tatro_007418-T1	ko:K17979
Tatro_007419-T1	ko:K03245
Tatro_007420-T1	ko:K01887
Tatro_007421-T1	-
Tatro_007422-T1	ko:K21543
Tatro_007424-T1	-
Tatro_007425-T1	ko:K20286
Tatro_007426-T1	ko:K06694
Tatro_007427-T1	ko:K11723,ko:K12862
Tatro_007428-T1	ko:K02603
Tatro_007429-T1	-
Tatro_007429-T2	-
Tatro_007429-T3	-
Tatro_007430-T1	ko:K04797
Tatro_007431-T1	ko:K01881
Tatro_007432-T1	ko:K14832
Tatro_007433-T1	ko:K00860
Tatro_007434-T1	ko:K00860
Tatro_007435-T1	ko:K02148
Tatro_007436-T1	-
Tatro_007437-T1	-
Tatro_007439-T1	-
Tatro_007440-T1	-
Tatro_007441-T1	-
Tatro_007442-T1	-
Tatro_007443-T1	ko:K17867
Tatro_007444-T1	ko:K02868
Tatro_007445-T1	ko:K02132
Tatro_007446-T1	ko:K17757
Tatro_007449-T1	-
Tatro_007450-T1	ko:K17605
Tatro_007451-T1	ko:K12590
Tatro_007452-T1	ko:K00858
Tatro_007453-T1	-
Tatro_007454-T1	ko:K07936
